item,user,rating
B00261JT8U,AIQTCLAMXS26O,5
B008N46CKW,A1MZZ8XIRTXYI3,5
B000FCDLCW,A198CCH4NNLI2E,5
B00AYHJKJQ,A3AQVF105Q2QOW,5
B00004TQ2O,A2H4KS3K0ZSF2V,5
B000ICNZR0,AO4955RQHBQSS,5
B001FVPS0K,AXT1FA97GPV5J,2
B006ROJP7M,A2SNRRXE9M9ZDY,5
B00BRCN9TO,ABQWMANK4AR63,4
B00007G39I,A1XAYSI96X8YVH,4
B007HD9MIY,A1B9O2M05Y1ZPM,4
B0007QJ7ZG,A2H2JL14UZXUPZ,4
B000ETRENI,A1QNI88IBV1UK9,5
B008RU8GFG,A1LJKB7GBZEIWR,4
B000ETRE0Q,A3MFU0GVZUVH3K,5
B009Q3JBCK,ALDV8DDZWWPYE,5
B00IANUDTM,A3H4F4805PNUEY,4
B00804BCO6,A2LQA7C6T640AY,5
B000NW3LXI,A1M8AYAL3L8ACP,2
B00EXAULIE,A1CHSNL63M9AGE,5
B0036BDQTC,A2HB6FR1J7PHT8,4
B006OJM6XU,A1BVFLQ89LAI0K,4
B000NDOP7I,A3MDETK0D5UAIN,2
B005VPRF2K,A3DRJ3P6Q17108,5
1616613807,ARKKVETOOCPVC,5
B001W1R0KE,A12KIKGS7SP811,1
B000EQGT00,AAQXNW66Y7RJC,5
B00B8DOJLO,AX1BLGBMHPOSV,5
B00CBT674G,A241LKDNA8SNPP,5
B000063XO3,A16UYT4DEUXBA5,5
B000H6O3O6,AG5942NI7JAH1,5
B000N3VJ8Q,A30EPHX6OP244B,5
B006ROJPD6,A3EXWV8FNSSFL6,5
B0017RFZNC,A7O4FN5J8J00G,5
B00160EYMS,A21BVL7PKG9BX8,5
B00A8NXC40,A1W2F1WI0QZ4AJ,5
B000NW77J2,A1U9EX5JY2P5IH,4
B000FPCWXI,A2V6CNISF02TDB,5
B008ACRPR6,A29EDEINZSF14S,5
B001M04T0E,AJGU56YG8G1DQ,5
B003M0PABE,AHCK96KL7JVGW,5
B00H64YYWS,A33G6E161LBTHP,5
B000PEOMC8,A2EWQBSQ8UMJ5F,4
B004LPJDJY,A3LVDB70Z5ZNP,5
B008VUHPG8,A2FMY6FBBL3675,1
B000EUHKUE,A18N98G6ZHS8QA,5
0979658500,A33W1ED2CINHHF,5
B00COEIFM0,AT28RL25Q2OLK,5
B000EOEAFI,A3KOL1FYRGZPGQ,5
B00840LB4M,AYUNSOLF7TH71,3
B008S8YSW2,A18CSXL5GHHZ2B,2
B004S8F7QM,A3LN4AOPBIUQWR,5
B00545ML1W,A26CPEEWB2WKRE,5
1936112191,A1ARF8552EUBMW,4
B006WZJEKO,A1CDKODRU6CHLU,3
B0040GJZ88,A1FDSZISWIXH1A,5
B00CBWS8LI,A11I1I9QLMAM1A,5
B00DS05H6G,A3O7BUVKQ3MSW4,5
B00C5XBAOA,A1574S23MT2UXT,2
B008GOCE4M,A2JY8B65NCW6EA,5
B00BMBJE76,A28JZ1ZMM80FXP,5
B000NVBE1A,A1QNK2JYI3XT0K,5
B00F6718PS,A4UGMKUSX9XHI,5
B009B73M0S,A279A4Y2N1CQ26,5
B006O6F25W,A3VEFQ25OSXMOQ,5
B00D4NJSA8,AA98O5326L88T,4
B00005KBVD,A129PHJ3YO5JH7,5
B00BN6QAXQ,A3K91X9X2ARDOK,5
B004MWP3FO,A2OPGWLHO5YIFX,5
B009MDU3CG,A12P7AHKXHZXCM,5
B008LDDXT8,A19MCS4BPEZPT3,5
B008OFIHDA,A12URJ8Z6P9Q8S,1
B008A2BA8G,A1RB01XW3Q0RCE,5
B00BU3ZLJQ,A3MW9L1WLPE2EI,5
B00CV5PN1I,A30KPB2ILF6K6J,4
B007X93IZ0,A1VVWB16UJWR1G,3
B0001VJWY8,A6VSWJVTWEOII,5
B000ELQVAI,A14EDY7QPUJTRF,4
B00D8VHIMG,A1FOLORLUKPX49,5
B00650F5SG,A3C5YTECM6E6ZJ,5
B005LB9EUA,AZ515FFZ7I2P7,5
B000O80JOA,A2R0CTC1I8ZKSY,3
B00A852PL4,A28XOR1Q50FD7J,5
B008YTQUYY,A19HGTMJKQQH08,5
B002IUFSPM,A16L9YZS3W4Z5I,5
B0057QVRL8,A3212H6SF9W1LV,5
B003DVB8NG,A1KMBEMR3HN887,5
B00000K3SP,A1G8JNHF0ZE4FA,5
B00E3ECKGG,A1ICE733PRQHWF,5
B00CDGA69Y,A2LO1YE4Q0N4F,4
B000FOHM2U,A1VBHX96TQPUXK,3
B000YLAOEW,A3ENMGTFYQVTHB,5
B0083SSLWK,AC04O7AYHEKJ5,4
B0008ELWYG,A2RMHCC4VPIQ60,1
B001B2TZV6,A37INBAU4KK75C,5
B00009ILZF,A1DZWRVEPMW1UI,5
B00B28IQ50,A3B9C6MZAFC1JX,4
B007XVYSDE,A1MLBMJSFK6BIJ,4
B0006LCK9W,AW0IOR4AEEK46,5
B001U5R2AU,A36M3LAC7HSA5Z,4
B004P971L8,ATMQ311QH86HN,4
B004OS8J98,A3S4IE26PYKXO2,5
B003M2XTHO,A3GTI284ZE3B6W,5
B00FW1282A,A3HALU2RJDOV7Q,2
B004RAHBCY,A14CW5YAG08MO6,2
B001UIVZNC,AOVY1Q6WI9MHA,5
B00385QVFW,A6N4ODILF9NVT,3
B007ADIGRE,A2BW1M87B5WX6X,4
B00CQHZ2LW,A3P79VQHXG3QRL,5
B007KUQD5Y,AQFXO4SY6UBCL,5
B008A20GRM,A34GQ3JF4BGFYV,5
B000FBX55Q,A1JR0017OUNGC9,4
B001P06GX4,A3306R2G4LHEJV,4
B00CEUMJ62,A1OAAUECLEBUSF,5
B00EY26WA2,A2WW57XX2UVLM6,5
B000RZHGL4,A47V2R8OPMPK8,5
B004SL1HU4,A335GUD1YBS31U,2
B00700ZC9C,A1IA4L4456BTLE,5
B004C7S70W,A3OS6WFBP6TAQU,5
B003PGR8HE,A17OYO2M5TMZF8,5
B008V2B5AS,A1KWNP9T3HH0SF,5
B0015KONHK,A3F43PAJZLOE3I,5
B007G84MNK,A267FU71Z01CIH,4
B001AHFP52,A3VZYP5DRWH0L7,4
1933054395,A10A4M8O47EWXS,5
B00B2AZDIG,A3AB8VAUQY88VP,5
B007PRRZ3G,A3N6B01SM1IM3A,5
B00FBWFVK6,A2STDS11UG3TRD,1
B00134O7QU,ADLVFFE4VBT8,3
B000090W81,AYK7HM1T4KHV7,5
B00EDBZ9IA,A3MJISYNXNYEQD,4
B00ECV4DBA,A1FXY0GUFHEI59,4
B009T45XN2,A154R0EH8V8J23,5
B000GYSYSU,A39XUQTCMVLIBC,4
B001DNMHKE,AXI9CMCBP9FCD,4
B008N6USL4,A2CNGARED6OWWU,5
B007U7M0K4,A1VVWB16UJWR1G,5
B00CKH9SEK,A33230MIA3W7G4,2
B000WE4JKQ,AI5V54Y2UHYYL,5
B000B511L6,A8QYRG7TW491B,5
B00000IZOU,A1J8Y90DLZDTB,5
B00068Q7LC,A71K1706C6EDY,5
B002AH6WOY,A1UPB5MJZHVZO1,4
B000NOU54O,A1SWY7DY3RRC2Q,5
B000CBSNRY,A17ZJI8FGVZE30,5
B003P8FL1C,ARPB88E6F2MFR,4
B000ELORV8,A3GMY5W0FKN0UD,3
B004KUCMXY,A3USG4MPQ3MI6L,5
B000084JMC,A2TI4Y4OJEFDJF,5
B009PLLF9K,A2H667ZUNLNTF1,5
B00006408Q,A2N6JMWRB1X8WA,5
B007HHQ4ZE,AZ79H1B4CQAGG,3
B001COHSPS,A1VHPPBMKS6U1N,4
B004FEXUP4,A2LUG71M1GJRJ7,1
B00385OY42,A3EKC364R9G2UU,5
B001RNC0VG,A2H78GKL4NELOP,5
B003E6P9DK,A1PKW77TT9GK2X,1
B00C6BWA8Q,A2WFZWRYWLC20S,5
B00CDGA6A8,A336FE20YZZL3A,5
B000084JMC,AJSULJD8I47WV,5
B000HKH0T2,A3231KB20QM8KT,2
B00AZKV9BY,AI7JKTUP68K3Y,5
B00004SDBL,ADA9V1C4QV71U,5
B003CRCQLO,AQZH7YTWQPOBE,5
B000KWJSKG,A3SE49YW4G92A,5
B00ARQW1C2,A3SZEYY6ELTTJK,5
B00ANKD7V6,A9NFFAZF3LIB2,4
B00B1Z6EPS,AAR0OWR2PJUSU,5
B00000DMCE,A2ROUR4KIDYCW4,5
B004R1ZUNA,A3V3RM9B1U8SC0,3
B00A88F3UQ,A3KNBKMRSEF8RR,2
B00000IURZ,AZGQR5ZE1SH1Q,5
B000NRVFU4,A1M8AYAL3L8ACP,5
B0023TEEU8,A3BO846100XCSJ,2
B00AW6XYLE,AD6EATMKP0ORK,5
B009PLLF9K,A30QAOLNZ4415R,3
B000S5URGO,A83PUIHE4YN9S,5
B005FG34QQ,A2X5BBZYZK5UID,4
B006CD0G0I,A1LW0G97AIJ0PV,5
B0057576XC,A1ZW0A0I80JNNM,5
B002OSY2SC,A2RV8B3LE13PCP,5
B00CX5XCW8,A1L43DT6YTY635,4
B001IMG5WG,A3EERSWHAI6SO,5
B004S6EAYY,AMS2CPERWN7JV,4
158994691X,A2B8GXSCB1R05T,3
B00146LUX0,A15ZYH9WV76JAQ,5
B004K9E5SA,A19MN9PYEPU7SU,5
B004UTVVEG,ACR4HKUT808U1,4
B0024H7OF6,A30JPZ9TZ7I61U,5
B000L5PKVI,AAO1GG47I67R9,2
B00ARQW0Z0,A1RDHBBZE1NPS3,4
B002OED6I8,A1AMUFFCNHCZOK,5
B00A8UT55I,APG3K8Q5UU8RR,5
B001RNC1EM,AQX5ZDKASV6TL,5
B0033CG2RM,A38TFOPG8P116P,4
B00EAHXYDO,A34VRVI4CSI5RQ,4
B00BJEYLOC,AP8D74QD9LUUL,5
B002743856,A1P8X706LK71KS,4
B0043VRE5Q,A1POFVVXUZR3IQ,4
B005VPRE3K,A2DSG6MYAPEPGY,4
B006BMA1QE,A2E0TJ49NACDBA,4
B006O6EIWK,A1GR9G76RYNL1K,4
B004JLNUZI,A1XAYSI96X8YVH,4
B001W32F02,ABLUMDJTR0KFR,3
B004OJK5XA,A17M1HL6U2GS7M,3
B00ANLNU30,AQ9JTZBF30IW0,3
B000EULXA2,A2J9YT56VIMEZN,5
B00F14IL06,ANE6817X4G7MN,5
B002F9NH4A,A2F8EOU79DK8DG,4
B00COEIFM0,AKJHHD5VEH7VG,5
B004P9739S,A1FGE1NI1O0AQ3,5
B002M78DRQ,A5L12YMXFB6AO,4
B009SEOV40,A1CJNB6J9U2K6C,5
B005C3F3SY,A1IO5LT9GDXO8V,3
B0077NCEWA,A8KJS2P6E5DCB,4
B002T1HG82,A137V8GCRFOY74,5
B000065AG7,A1W7TOV3F9AQJS,5
B006ROJLSU,A1BXVZSQOJE6UE,5
B000YMXAAQ,A3P8ZDHC7XSKSE,4
B001Q8VPS6,A1E3M1W3J5YEYH,5
B000062VU9,A2JCGJMT4VI9MA,3
B00A6SOCEQ,A14VZPINY2ULRS,5
B00AHAJAU4,APORO3JUOR54G,5
B00A88G6EI,AYEFS3PAR1XU,5
B00569DOTO,A3TGTB0V5BPI8Z,3
B0000VSGU0,A21WKTEFFATEPY,1
B0009PAN1C,A2ODX43TDWAC8E,5
1938146905,AQW172A5SG5OC,5
B000HP0ERW,A2X6ZNP4SL5X75,5
B00A92K0JA,A2XK009VM3OBG7,5
B00GTCKNYQ,A97H5I4P5PCEM,3
B0050K0AAK,AGN4O0F7QMK8B,3
B0000C9WI2,A15GHUAXG7RZ0B,5
B001NLISDG,A39OU3PE2TIAG7,5
B0026J7EIO,AMJ88BVMIOHV9,5
B004U5R5BI,A1YYI151S7II10,5
B003CRJU0Y,AFG4HIHMX312C,5
B005PO3Y2W,A1PHN5GPKCEVV5,5
B000NKDQOO,A3LROR7V58OSAH,2
B000A3YI4Q,A39CDK6IPIQLKF,5
B00428LIYI,A6XAQZ4JPT2HS,5
B005PNOLZ2,A26UIADA3AI330,5
B0038FPXGU,A1PT973501E345,4
B00CKH9SQS,A2Y5T1O43P14RP,3
B00840LB74,A1KZ64AH0E819Y,1
B00CMNX8WA,A35E9H4NAX25IZ,5
B00428LJ0Q,A3OJJN11RPR1EL,5
B000KWJSKG,A2DBCSLGNFGBE,3
B001W09LO8,ANO9SHL0H3C29,3
B0002A5IBY,A1NN8Q1DLAYPGH,4
B00C6PRJ0G,A18OUQEK7IZ2F2,1
B002B555RU,A2LZCN2AXWOTBM,5
B00BD9BXBM,A3LVTATM6TO27B,4
B00CH9253W,A3SZBE5F3UQ9EC,5
B000REP3E2,AXJS4LURY13P2,5
B00FNM35A2,A24U6WGBZ4P74W,3
B004HFPKSQ,A37S5J6CJH3AD2,4
B001U5N786,A1M9KTZK3J3IFI,5
B00CI6JB7C,A2OOZZDSOHG4UY,1
B004SN4T16,AN97FMD7VR28B,5
B006O6EIC0,A1IA4L4456BTLE,5
B00DGQP3WU,A2RMYU3UU7C4YQ,5
B000KK3WDM,A28SWNW944XG4U,3
B00BQYR0P2,A1HVR12V7N8QUG,3
B00ABY8340,A1UCPXUBSESD65,2
B001IGM2QU,A1TW7T5OW85UVK,5
B008KDZO8M,A2L4417BBC3UOM,5
B008KHG21Q,AXG16JV5S6VYB,5
B00426VF1Q,A22B8HUQQYPB1I,5
B004LBGUVW,A1Q3MDPIS017JE,5
B00804BDBI,A3DFH4CKPIT0N9,2
B004VYYA2K,A2QVXWR7AVIC6R,5
B0013M2KH0,A3L3PB28XX2HOB,5
B00CUK2OE8,AI3VJYL57297W,5
B008DK94VU,AS3J36EQ4AJGG,5
B00804BDE0,A3V55DVYU80LDS,5
B009VKM5BC,A1GFN7SFM023UZ,5
B001H00156,A2LJXRI8XCSXUW,3
B006OG7642,A3HVI5XAFI8HV9,5
B0013J5QQ0,A1439QR4C3KJWI,2
B00BZ8KNDK,A26EQ8U96JA92T,5
B0001VUX2I,A3QNG5ZWWTPAW8,5
B00GDP58AS,AAOYA0DKWED4W,5
B004A8ZRBA,A3TQ0G8QKYBCNV,5
B000OOI5CC,A1H88L8X6HM1BQ,5
B00005OARQ,A2Y8IDC1FKGNJC,5
B0024FQD8C,A24IHOXMJ0I4NC,5
B008DBZBV6,AR2IRQZ0U121M,5
B00BSWRV9C,A2X06FP2PQ6EK0,5
B000H6H4II,AAXHSYP4T6VSZ,4
B00F9F6OVK,A3HXO3N75PUZHF,5
B000EOGAUQ,A1T1B4INMP6699,5
B000UEL172,AAPKZ9V41KNKD,5
B00CJHZRW8,AR16G2FPTTWJF,5
B009YZXM9I,A1T56UCOP8SMN1,5
B00124X5YQ,A1YPZKNLPMRBQ,4
B0016A7O3E,A23U3LVRGB72U,2
0786955570,A1RWTGBG1S91Z7,5
B003BLQG4O,A1C4J5MRES1KRK,5
B00CI6JDGQ,A1GUN2J1FDYNF3,5
B008EG7KS2,A2RUKL5510IF35,5
B0006GKATO,A2GR8DKPGFS0FX,5
B00000ISC5,A12JARSR16QM21,5
B001T0HGDE,A1KV3BGO2DKLR6,5
B004S2M414,A279A4Y2N1CQ26,4
B001CNS2L8,A3G9H9PO9E7C5P,4
B001E1MU16,A1GSHFWF4ZL05I,5
B005XTLPAC,A2QPY7AWL38XY8,5
B000EULXBG,A1YGHFEZIWZHII,5
B00EJOCAYW,A2IXFHN981GP60,4
B0015IQO2O,AVR9ZXGZE2DFV,5
B00C58ICA0,A1FJFLAAQD5WH2,5
B00199LDRA,A2A33KJUP7T2FK,5
B002WB183S,A3E2BEI8A6YT51,5
B0038AJYSS,A17M1HL6U2GS7M,5
B009F7OQ54,A3FJ9ZCGP3XYEN,5
B00CNBS5XI,A2X7NBUETXC19E,4
B00BG8F0IW,A2B9DANVPB6JEY,1
B0009K6K50,A258YT7EP5TC2S,4
B00004WHN9,A9RSMV1C8Y8FH,5
B00CRZXUZI,A279A4Y2N1CQ26,4
B006O6FKDG,A2LQGP095AWBKZ,5
B0055PLOS2,A13KOB3MV0UKP4,5
B00IRKA8YI,A2YAHRE2M0MSAS,4
B00ARSDZIE,AAA0TUKS5VBSA,5
B004T1R75W,A3OXRFCJI67IMN,4
B002BY2C4U,A2AYQ7U188FCFF,5
B00F14IKVG,A3USRFSZ8L1AJ6,5
B004KL80ZW,A1NK8XW6RES3O3,4
B004T1R75W,A12PN254PTSGU5,4
B005TYDODM,A2WBK72E470OEB,4
B00C58ZQJA,A1D0PIT85H5VO9,4
B007HON9QY,A31078SNG3W0NC,5
B0048WQHGW,A3SVUBEC6KO5BP,5
B00ARQW1O0,A3LOGP4VA9DX46,3
B003AIM52A,A2WJH1QD0M9X51,5
B001FYH1UC,A1Y249MSRVCWWQ,5
B008ACRPR6,AH55S1FV7JZRJ,5
B001P7W88Y,A2DJBNB0VZU3X3,1
B00F14INUO,A2TS77S3W0U36U,4
B004O0TOJK,A36EW68H08UOCS,5
B004HKQI9G,A1J9660BEZ2G09,5
B006NCVC6A,ACH40GDEWZRJS,5
B00AI11QPO,A3VSBJEA4KBGBP,5
B00C2P73TC,A2I9N4MATWFCIX,5
B006O6FMOI,A3H3W5UGUXTC2T,4
B00186FCX0,A3LCK7XLLPFDEI,4
B004DL0KPM,APEY2H3DEM9XM,5
B000QX3NYG,A1L2UD4YJIVHKM,1
B00000IWGQ,A19P2VVUPZSTWL,4
B004GBD4UM,A132ETQPMHQ585,5
B000I0ZMOQ,A1BRSH22638NPR,5
B0038AR53E,A3LDW705DAWPGW,4
B004OFBY7K,A2PRSFS5CDSSWG,5
B00004TDTQ,A1T3D48MHJ2L9Y,5
B007IG0TUK,A12URJ8Z6P9Q8S,1
B007U7M0LI,ATJW09WVN7DGQ,4
B0063OASAO,A6T646P5F4ZNO,5
B005WGIJNC,A38OWH1J5MKDZZ,5
B00AAOJ142,A3S59RYPPWC1RF,5
B0062DMB4M,A26I8RW155YET,4
B000W7JWYG,AB3GJ41FTGR3S,4
B00004YT2Q,A3KNXWG1ZGUWW2,5
B004ORWVQG,A224NBGT01D660,4
B008DFT6OA,A16Y3UO4ZDFTYI,5
B006X9KV6U,AA7CLQPEOAZ98,3
B004L0VB9O,A3T50T5Y2FHO60,5
B001US2C1G,A1OCGGYZWY6JSE,5
B00CAGIUTU,A2HPTLW9K09WYW,4
B000S1C8XI,A32NORHM9DZ94S,5
B0036RRSXG,A1FMWLZ9YY91XI,4
B00004UFOO,A1ZZEEBIQLXM34,5
B00850I4DM,A27CETITYNFD7R,5
B000062SRJ,AC31HKDSO1HVF,2
B00CKH9URU,A4LD7XC56J3ZV,5
B0038AYM80,AGH7CAV7REAL0,5
B006OA8WTQ,A2YYMX9NJ70NU3,4
B000AM2K56,A5EQCS761T5OC,4
B000IXS4SY,A1SLREBNPUX70H,5
B000GKATU0,A3AGQ46TJ7L9II,5
B0050K0AQE,A2BBGBE6O7A5GD,4
B00AITWSZ8,A11V3GPODBXN7C,5
B009XNAW8U,A1SD57TUCH93PB,3
B0084BPZES,A1AIAF5YFRW776,5
B00009KX0J,A35TUDKSX53ET8,5
B00000DMBF,A2KS3MVX1PVEHP,5
B0038ZPM70,A1WLF1D8ZIKT8P,5
B007EA6PKS,AUXQ7F61TTA53,5
B001W0D00O,A1WP9XISE4N1G2,2
B002VLP67S,AX4OUOYP645H8,5
B001KPOKDC,A2W00XKTTF1G0Z,5
B004MWJLHK,A2XU9QGZ68P1NZ,4
B00CYFEXMK,A9JBDVICSSLKA,4
B000FH18FY,A1K74OVS2AKH4W,5
B000MOL2GU,A2AKQ4GV4O4WAX,5
B005KITK6C,A1NIX2WA2ZKLV7,4
B00000DMFD,A3S5K7Q4Q85NJU,5
B004O0TOX6,A3JXBZ8F65100O,4
B0096T8YD6,A1Q1T811N4IY3Z,4
B000OCEWGW,A39DKG1ZQQ6C1W,5
B00E1XSSQK,A1K3BCUBHOCQMB,4
B0089RPUHE,A2DG63DN704LOI,4
B000N5QNSK,A333MP7XAMPEQR,4
B00004W3Y4,A2XHG3BCDID0HD,5
B00ARV3CKM,A6E2DTJE9YF2P,3
B000I8SMZE,A20LS0RITRHTAN,5
B00005BY3W,A2O7Z4RCG4X2M8,5
B00000IZOU,A28WYYIWBDVB9A,5
B007DB2VZQ,A1R8TTMXVXEI6H,4
B00GTCKNYQ,A2Y2T7UTIGG1GJ,4
B004UC4RVM,A2S3E4ZYS36K7A,5
B000641DPQ,ATD5M4PWY3TUL,5
B002WJI626,AGE1KK0E2THTN,1
B0011TN7QI,A1Y5HXWTWU6T2P,5
B0062GJ5QQ,A3CD3LU9X77QVG,5
B008IC29Z6,A157T7L0BY7WFZ,4
B0001MIPXQ,A2YKS8WFJ6HOO9,1
B001BKX0V4,AYMH7TOU5AR19,3
B00C16YYW6,A38J23164FA3VH,5
B000P69H62,A3NDW4MGR5OQMP,3
B001BKX0V4,A1BLURDX90LWD,5
B003EVOIWS,A6FMICFI3XK6P,3
B004U53A7Q,A69R0HD1TKHAK,5
B00BSN0K1C,A25QJBK33C4O0R,4
B008JNPBYK,A10BSS8EZFU0RZ,5
B000GKATU0,A2K7HWVAADQDF9,5
B00004TXNR,A3K3QCIIIWQA5Y,1
B004UU7AFE,A1TS45JWJVOSSW,3
B004PAHKJA,A1PX8ANFFA7GM,5
B00000GBQJ,A6HXFDIC7DVTC,4
B006BLHAMS,AMDBZ5P0GAT69,5
B005F57148,AY9SSM2CJ5RTA,2
B00380GUGM,A3R13XE6WE24CU,3
B005VPH3P4,ASEMV95I6RNXD,4
B00428LJ06,A36ZZM8MREDUSX,5
B00875JE0C,ASMUUBBSTGFX2,5
B003AJ7PGA,A3KPJ1MOGTZVGC,2
B001B2TZV6,A15BK64GYVE22V,5
B00000J0S3,AE62182ZKLN85,5
B003RM8P1Y,AFNJNA7QPZ2AS,3
B00C1C2RV0,ASYYRFYAH13QM,5
B001R6W4KA,AUTJ2G8CMUT6H,1
1589942108,A3S0U1KBGFGGC4,5
B008D9MT7W,A3R94Y2FDZ9BGD,2
B004USJXZG,A1XX7L7E6F8Q9A,5
B00FAQVY5O,A2XFM8PN6G0B02,5
B002NPBT50,A2RIAXGSBP65BJ,3
B00F5Y4AH0,A1JOANG98KBFKU,1
B000OWAZYU,A2SJQX5SEWQ1XM,5
B004O0TOJ0,A1BXVZSQOJE6UE,3
B002XB04XW,A28BV2W5BO5KFU,5
B000M1EHZQ,A38GX6ELL563CJ,5
B009NUTBSK,AIOQMJ1BQXL5I,5
B002XAE9UC,A1EDJXW39YQV1X,2
B004SN4T16,A1YQ43VPX0LKBC,5
B000SONEQA,ASMAN2S0D2VF2,3
B004KZ8P2Q,AA460WUKL3BC6,4
8499000606,A265B1IZE5RVG6,5
B00BPRLGSW,ACR4R6E7EG1NU,5
B000GKD006,A3CN9CCJUNIPKT,2
B00008BFZH,A36G7OAYNLVNDB,5
B000XA80XG,A1B9O2M05Y1ZPM,4
B000277ATA,A27ULPK1RGCNU6,5
B003LAB9PG,A1CA0ZZ5XNKTGS,5
B000UEL172,A1YD4HGUYB55FX,5
B00009KWV5,A5Z9L2QKR1UT8,4
B00BOUS2RS,AC31HKDSO1HVF,5
B000BNCA4K,A1B1S4CY2NKHSQ,5
B0007XIZ20,A2F4A5AN5LQD1,5
B0060GDR4E,A2L78BBV9QW5JU,5
B0039PUU08,AJGU56YG8G1DQ,5
B005ZWJDBA,A218YZQCYF04RH,5
B008HUHPA8,AA8M6331NI1EN,5
B00008BFZH,A35V59EVAQKH5V,5
B005KSZ4MQ,A21P2TV5Y8G6V,5
B00B8XRX1W,AEMV9IMH665B9,5
B003B1TI58,A30Z0GG96D11EO,5
B0089RPUHO,A17WDXM81Y5A48,4
B007LEB26O,A305GY9YZTQEB,5
B00F6T8NW2,A3EK2KTYHJCPB9,5
B0015KVXW8,A2MUZDMZPJX217,5
B00C74HWVC,A3G7BEJJCPD6DS,4
B000VO3GPG,A2CQPE55ACXIJD,5
B0032N11CS,A22IDP8YERZ79X,5
B002QNM8NQ,AM42FA4N9WGID,5
B00712O2D6,A7CX2408CWAEB,3
B004U52VPS,A27S42MP4XMHV5,2
B0000DJ3E1,A3U9STFCW2F7UB,4
B004LWZZ5S,A28HE4C4MTNO9B,2
B00C9X592K,A12HOHAM3COLCS,5
B000090W81,A1OPV6BD37T1VL,4
B004C7QNCQ,A378SNMKK9HSZU,5
B00146K0K4,A1VLDIHYXRTMAH,5
B002XB04XW,A27K8IKDQOSWWT,5
B000WNUU6Y,A3FOYAMCBA9BA6,5
B0001VJWY8,AEMV9IMH665B9,5
B0037UP9MY,A23I049ZXOO3D3,3
B005XLN76A,A31PGHMVWU8BRR,3
B00EAHXPAG,A312UBIOP091MH,4
B00BH0GDR6,AH8NP79OTUENP,5
B006CC0BT0,A2XA8CW5DF4MNZ,5
B004P98QM6,A2UHOPDQS1DKKI,5
B004UC4Q8Q,A3F2VVIQIY6U64,4
B00000IRZ6,A2E6QKTD1UK2K7,5
B00008URUS,A14E0MJQA1I7VT,4
B006ROJJV4,A1SAKF1CC6FFNP,5
B000O7PN06,A2RGWXNUWPDTKI,4
B0015KOOHO,A3H3W5UGUXTC2T,5
B007RE0RR8,A27Q4O9SBYGWNK,5
B00DR75QJ8,A1OUGHYC0NCU1S,5
B002S52W4C,A3KQGPD0MU8746,5
B006CDBK30,A2TTHN1UMO82VY,2
B00004YRPF,A2T904CO2FZG69,5
B003ASOUBY,A11B6ZT518VWVR,1
B004444AFY,A601XPH12C8G6,1
B002RTIOFA,A3PAO5AC7UUGSE,3
B000NV6BZY,A2ZX05X5HGX7GC,5
B008AWFWXK,A3VSUYCR2WFHI,5
B004QJLA9Q,A1IQ2BN84E9QA1,4
B000GL1DTA,AMTOYDUQ8L2IT,5
B002E06D46,A327MOE7BL8U08,5
B0090GWVAC,AMU54W89OXMW1,4
B005VPRD2C,A38LCFWHN7IPLW,5
B0094J4NLA,A44V99PXB7RCZ,5
B00385UQZI,ARJ97ZO02Q2PX,4
B000EYF6TM,AT4W2YMLLC9H8,5
B009NFFYJK,A3KA3HCGOG6Y90,5
B000LPJTXS,A1G24ZYOU6FVST,5
B0083TXWMI,A1R6DKN9YQ2YU1,5
B007L4LIFY,A2LZCN2AXWOTBM,5
B00E18S0J0,A3LYGOZAMC2KZA,4
B000GYUYC4,AJGU56YG8G1DQ,5
B001W30D2O,A37QQD38XD2DEA,4
B000063XO3,A1U7PFNXW4Q1NO,5
B003H9MSPG,AFBLTQ3H8BMH8,5
B00005BY3W,A1DMHJOSVTMUEU,5
B0039PUTZY,A2H1WRBKOKZKD8,5
B002HU4YXA,A1ZO9D554VQO9F,5
B00421AGHA,A3FBM0RMCMAABV,5
B00004YURW,A3EJOBNMT20Q6W,5
B00804BF3Y,AU56PTMQZMSH4,5
B00008MIHU,A1IXY9HNGXJHJB,5
B005LTPQCC,A16U60PQP4GDJO,5
B000S1CF5E,A1HSO4GII3EF70,5
B005N9N4MO,A2O38JJBMJZ31A,5
B0023RVQJM,A3J5WEY9BS9EFA,5
B003MUFVJK,A3D5WJ2VXBEPPB,3
B000N3VJ8Q,AAB1ET966MCLI,5
B00416QW88,A3D9KR340TTTP2,5
B000046S2Q,A2CZ1AWGST5V27,2
B000NYT1M6,A3QSU7CW5TMVY9,5
B00000JD5S,A4IJAIG9455PT,5
B0007UPXMI,A33LUK9GH347OP,2
B0002HR6KI,A1POFVVXUZR3IQ,5
B00309LG24,AB0O1JORB64LR,5
B001JQY6K4,AFUUG68DTOCVA,5
B00DPK120O,AK9BXHEXOOM6Z,5
B001U5R200,A2VWEBEWNPRLI2,2
B00B4ECHJI,ARPDVBJWAW9E7,5
B001DZLLDG,AAYKT5WR17CV3,4
B00000IVZJ,A1PX1X3FCQWDL3,1
B00008W73Z,A3I64CVN1BSX2U,5
B005QZP6Y4,A4IKV3P608M14,5
B00006IJSH,A2J6LVPWDFMIIZ,5
B00C6PXLMQ,AVJJ2D4G5I0Z4,4
